"tourney_date","match_num","surface","player1_name","player2_name","match_outcome","player1_hand","player2_hand","rank_diff","elo_diff","ht_diff","age_diff","set1_diff","set2_diff","set3_diff","set1_outcome","set2_outcome","set3_outcome"
20000522,8,"Clay","Fernando Vicente","Andrei Pavel","LL","R","R",-13,-10,-3,-3.1,-2,-2,0,"0","0","0"
20000522,9,"Clay","Sjeng Schalken","Hernan Gumy","WW","R","R",-53,10,5,-4.5,3,2,0,"1","1","0"
20000522,15,"Clay","Alberto Berasategui","Sergi Bruguera","LWL","R","R",-131,-10,-15,-2.5,-3,4,-3,"0","1","0"
20000522,16,"Clay","Mark Philippoussis","Jeff Tarango","WLL","R","L",-39,10,16,-8,5,-2,-3,"1","0","0"
20000522,18,"Clay","Galo Blanco","Markus Hantschk","WW","R","R",-24,10,-15,1.1,2,4,0,"1","1","0"
20000522,20,"Clay","Andrei Pavel","Jan Michael Gambill","WW","R","R",-24,-0.287743683320059,-7,3.4,3,2,0,"1","1","0"
20000522,21,"Clay","Sjeng Schalken","Juan Antonio Marin","WLL","R","R",-38,9.71225631667994,18,-1.5,2,-3,-2,"1","0","0"
20000522,24,"Clay","Jeff Tarango","Sergi Bruguera","WW","L","R",-149,-9.42451263335988,-8,2.2,2,5,0,"1","1","0"
20000522,25,"Clay","Galo Blanco","Albert Portas","WLL","R","R",-1,-0.287743683320059,-15,-2.9,1,-3,-2,"1","0","0"
20000522,26,"Clay","Andrei Medvedev","Andrei Pavel","LWL","R","R",-22,0.279461756265846,10,-0.600000000000001,-2,4,-4,"0","1","0"
20000522,27,"Clay","Juan Antonio Marin","Markus Hipfl","WW","R","R",-38,0.279468416199961,-3,3.2,3,2,0,"1","1","0"
20000522,28,"Clay","Andrew Ilie","Jeff Tarango","WW","R","L",-12,9.4410635506772,0,-7.5,2,3,0,"1","1","0"
20000522,29,"Clay","Andrei Pavel","Albert Portas","LWW","R","R",-28,-0.26313627502077,-5,-0.199999999999999,-4,3,4,"0","1","1"
20000522,30,"Clay","Andrew Ilie","Juan Antonio Marin","WW","R","R",-25,-0.543093459050624,5,-1.2,5,1,0,"1","1","0"
20000522,31,"Clay","Andrei Pavel","Andrew Ilie","WLW","R","R",-9,-0.00780721754495062,3,2.3,2,-3,4,"1","0","1"
20000501,1,"Clay","Thomas Enqvist","Andrei Pavel","LWW","R","R",-74,-49.7363801770646,7,-0.0999999999999979,-3,2,4,"0","1","1"
20000501,2,"Clay","Ivan Ljubicic","Andy Fahlke","WW","R","R",-99,-10,8,0.200000000000003,3,2,0,"1","1","0"
20000501,8,"Clay","Andrei Medvedev","Jonas Bjorkman","LWL","R","R",-54,19.9919564458091,10,-2.5,-6,4,-2,"0","1","0"
20000501,9,"Clay","Fernando Meligeni","Marc Rosset","WLW","L","R",-5,-10,-21,-0.399999999999999,3,-2,3,"1","0","1"
20000501,10,"Clay","Goran Ivanisevic","Gaston Etlis","LL","L","R",-75,-10,8,3.2,-1,-5,0,"0","0","0"
20000501,11,"Clay","Daniel Vacek","Hernan Gumy","LL","R","R",-41,9.71225631667994,2,0.899999999999999,-6,-2,0,"0","0","0"
20000501,15,"Clay","Arnaud Clement","Richard Fromberg","LL","R","R",-8,10,-23,-7.7,-2,-5,0,"0","0","0"
20000501,17,"Clay","Thomas Enqvist","Ivan Ljubicic","WLW","R","R",-77,11.1340852702797,-3,5,4,-1,1,"1","0","1"
20000501,20,"Clay","Jonas Bjorkman","Federico Browne","LL","R","R",-56,-9.4252194690946,3,4.1,-2,-1,0,"0","0","0"
20000501,21,"Clay","Fernando Meligeni","Gaston Etlis","WLW","L","R",-99,0.575487366640118,-5,3.6,2,-3,2,"1","0","1"
20000501,22,"Clay","Max Mirnyi","Hernan Gumy","WW","R","R",-22,9.43278790047998,8,-5.3,3,6,0,"1","1","0"
20000501,25,"Clay","Thomas Enqvist","Jiri Novak","WW","R","R",-33,1.10147387720644,0,1,3,2,0,"1","1","0"
20000501,26,"Clay","Tommy Haas","Federico Browne","WW","R","R",-117,0.27121309540712,8,-2,3,2,0,"1","1","0"
20000501,27,"Clay","Fernando Meligeni","Max Mirnyi","LL","L","R",-29,0.542610612583985,-16,6.2,-2,-3,0,"0","0","0"
20000501,28,"Clay","Younes El Aynaoui","Franco Squillari","WLL","R","L",-36,10,10,4,4,-4,-1,"1","0","0"
20000501,29,"Clay","Thomas Enqvist","Tommy Haas","LWL","R","R",-10,1.07757715559023,2,4.1,-1,5,-2,"0","1","0"
20000501,30,"Clay","Franco Squillari","Max Mirnyi","WW","L","R",-13,-19.4564431208191,-13,1.8,4,2,0,"1","1","0"
20000501,31,"Clay","Tommy Haas","Franco Squillari","LL","R","L",-33,19.1760484512868,5,-2.6,-2,-2,0,"0","0","0"
20000612,1,"Grass","Magnus Gustafsson","Antony Dupuis","WLL","R","R",-28,10,0,6.2,2,-3,-2,"1","0","0"
20000612,3,"Grass","Marc Rosset","Ronald Agenor","LL","R","R",-63,-0.287743683320059,21,-6,-3,-2,0,"0","0","0"
20000612,7,"Grass","Jan Michael Gambill","Adrian Voinea","WW","R","R",-25,-0.00828192705421316,5,-2.8,3,3,0,"1","1","0"
20000612,9,"Grass","Fabrice Santoro","Paul Goldstein","WW","R","R",-47,10,0,3.7,1,5,0,"1","1","0"
20000612,10,"Grass","Mark Philippoussis","Wayne Arthurs","WW","R","L",-78,-10.2877436833201,6,-5.7,3,2,0,"1","1","0"
20000612,11,"Grass","Goran Ivanisevic","Laurence Tieleman","WW","L","R",-28,-19.7122563166799,13,1.2,2,2,0,"1","1","0"
20000612,14,"Grass","Byron Black","Stephane Huet","WW","R","L",-42,-10,-5,1.5,3,5,0,"1","1","0"
20000612,15,"Grass","Andrei Pavel","Raemon Sluiter","LWW","R","R",-102,38.3145512234648,-2,4.2,-1,3,2,"0","1","1"
20000612,16,"Grass","Sebastien Grosjean","George Bastl","WW","R","R",-38,10,-8,-3.1,5,6,0,"1","1","0"
20000612,19,"Grass","Sargis Sargsian","Bob Bryan","LWL","R","L",-124,-10,-13,4.9,-3,3,-2,"0","1","0"
20000612,20,"Grass","Max Mirnyi","Markus Hantschk","WW","R","R",-30,28.8970263299827,8,0.399999999999999,3,1,0,"1","1","0"
20000612,22,"Grass","Andrew Ilie","Andre Sa","WLL","R","R",-45,39.7437379750413,-5,1,2,-3,-1,"1","0","0"
20000612,25,"Grass","Andre Agassi","Antony Dupuis","WLW","R","R",-104,-10.2877436833201,-5,2.9,5,-2,3,"1","0","1"
20000612,26,"Grass","Gianluca Pozzi","Ronald Agenor","WLW","L","R",-21,0.00828192705421316,0,-0.600000000000001,3,-2,6,"1","0","1"
20000612,27,"Grass","Greg Rusedski","Jens Knippschild","WW","L","R",-94,30,3,1.4,1,1,0,"1","1","0"
20000612,28,"Grass","Marat Safin","Julien Boutter","WLW","R","R",-84,-10,3,-5.8,2,-2,3,"1","0","1"
20000612,29,"Grass","Cedric Pioline","Jan Michael Gambill","LWW","R","R",-56,-9.99195644596784,-2,7.9,-2,4,3,"0","1","1"
20000612,30,"Grass","Fabrice Santoro","Justin Gimelstob","WLL","R","R",-75,-0.287743683320059,-18,4.2,2,-2,-6,"1","0","0"
20000612,31,"Grass","Mark Philippoussis","Goran Ivanisevic","LL","R","L",-46,9.1537748485282,3,-5.2,-3,-3,0,"0","0","0"
20000612,32,"Grass","Lleyton Hewitt","David Wheaton","WW","R","R",-425,-10,-13,-11.8,2,2,0,"1","1","0"
20000612,33,"Grass","Thomas Enqvist","Karol Kucera","WLL","R","R",-29,11.0387559525554,2,0,3,-1,-3,"1","0","0"
20000612,34,"Grass","Andrei Pavel","Byron Black","WW","R","R",-38,46.9284748763414,8,-4.3,1,2,0,"1","1","0"
20000612,35,"Grass","Sebastien Grosjean","Davide Sanguinetti","LWL","R","R",-71,-0.287743683320059,-13,-5.7,-1,5,-1,"0","1","0"
20000612,36,"Grass","Daniel Nestor","Michael Hill","WW","L","R",-63,10,2,1.8,2,3,0,"1","1","0"
20000612,37,"Grass","Tim Henman","Bob Bryan","LL","R","L",-188,-9.71225631667994,-8,3.6,-1,-2,0,"0","0","0"
20000612,38,"Grass","Todd Martin","Max Mirnyi","LWL","R","R",-38,-18.3549592985544,2,7,-3,1,-3,"0","1","0"
20000612,39,"Grass","Andre Sa","Michael Llodra","LL","R","L",-85,-8.86104684577208,-5,3.1,-5,-3,0,"0","0","0"
20000612,40,"Grass","Pete Sampras","Arvind Parmar","LWW","R","R",-153,-10,-8,6.6,-1,2,3,"0","1","1"
20000612,41,"Grass","Andre Agassi","Gianluca Pozzi","WLL","R","L",-75,-9.70374307093971,0,-4.8,2,-1,0,"1","0","0"
20000612,42,"Grass","Marat Safin","Greg Rusedski","LWW","R","L",-12,-8.8509264762356,0,-6.4,-1,1,2,"0","1","1"
20000612,43,"Grass","Cedric Pioline","Justin Gimelstob","WW","R","R",-96,-9.70420571019122,-8,7.6,2,2,0,"1","1","0"
20000612,44,"Grass","Lleyton Hewitt","Goran Ivanisevic","WW","R","L",-52,9.16983778494682,-13,-9.5,2,2,0,"1","1","0"
20000612,45,"Grass","Andrei Pavel","Karol Kucera","WLW","R","R",-10,35.5560490991197,-5,0.100000000000001,1,-3,2,"1","0","1"
20000612,46,"Grass","Davide Sanguinetti","Daniel Nestor","WLW","R","L",-59,0.279461756265846,-2,0,3,-2,2,"1","0","1"
20000612,47,"Grass","Max Mirnyi","Bob Bryan","LWL","R","L",-142,18.3943641458341,3,0.799999999999997,-2,5,-4,"0","1","0"
20000612,48,"Grass","Pete Sampras","Michael Llodra","WW","R","L",-165,-9.45727017079753,-5,8.8,5,1,0,"1","1","0"
20000612,49,"Grass","Marat Safin","Gianluca Pozzi","LL","R","L",-68,-9.17809931975421,13,-14.6,-2,-1,0,"0","0","0"
20000612,50,"Grass","Cedric Pioline","Lleyton Hewitt","LL","R","R",-5,0.542873442697783,8,11.7,-2,-2,0,"0","0","0"
20000612,51,"Grass","Andrei Pavel","Davide Sanguinetti","WLL","R","R",-78,34.8701610870007,-5,-1.4,3,-1,-3,"1","0","0"
20000612,52,"Grass","Pete Sampras","Bob Bryan","WW","R","L",-198,-9.4018475578498,-8,6.7,2,2,0,"1","1","0"
20000612,53,"Grass","Lleyton Hewitt","Gianluca Pozzi","WW","R","L",-65,-9.41693160579302,0,-15.7,5,2,0,"1","1","0"
20000612,54,"Grass","Pete Sampras","Davide Sanguinetti","WW","R","R",-100,-10.1535425675806,-3,1.1,2,3,0,"1","1","0"
20000612,55,"Grass","Pete Sampras","Lleyton Hewitt","LL","R","R",-7,0.812103090891469,5,9.6,-2,-2,0,"0","0","0"
20000710,1,"Clay","Alex Corretja","Roger Federer","WLW","R","R",-29,20,-5,7.3,2,-2,2,"1","0","1"
20000710,2,"Clay","Vincent Spadea","Sergi Bruguera","LWW","R","R",-119,-9.4410635506772,-5,-3.5,-4,2,4,"0","1","1"
20000710,3,"Clay","George Bastl","Lucas Arnold Ker","WW","R","R",-521,-19.7122563166799,3,-0.5,4,5,0,"1","1","0"
20000710,5,"Clay","Juan Carlos Ferrero","Gaston Gaudio","LL","R","R",-30,-10,8,-1.1,-2,-1,0,"0","0","0"
20000710,7,"Clay","Marc Rosset","Michel Kratochvil","WW","R","R",-72,-10.2794617562658,16,8.4,3,4,0,"1","1","0"
20000710,8,"Clay","Franco Squillari","Rainer Schuettler","WW","L","R",-48,41.3985317522888,3,0.600000000000001,2,2,0,"1","1","0"
20000710,9,"Clay","Younes El Aynaoui","Francisco Clavet","LWL","R","L",-31,-0.287743683320059,10,-2.9,-5,2,-2,"0","1","0"
20000710,10,"Clay","Hicham Arazi","Jiri Novak","LL","L","R",-8,-10.031702860412,-15,1.4,-3,-1,0,"0","0","0"
20000710,13,"Clay","Mariano Puerta","Arnaud Di Pasquale","WW","L","R",-30,10,-5,0.400000000000002,3,2,0,"1","1","0"
20000710,14,"Clay","Fernando Vicente","Felix Mantilla","LL","R","R",-60,-19.7122563166799,0,-2.4,-5,-2,0,"0","0","0"
20000710,15,"Clay","Sebastien Grosjean","Ivo Heuberger","WW","R","R",-177,-0.279461756265846,-13,-2.2,3,2,0,"1","1","0"
20000710,16,"Clay","Nicolas Kiefer","Alex Calatrava","WW","R","R",-107,-10,-7,-4,3,1,0,"1","1","0"
20000710,17,"Clay","Alex Corretja","Vincent Spadea","WW","R","R",-55,9.15331993342511,-3,0.300000000000001,4,4,0,"1","1","0"
20000710,18,"Clay","Marcelo Rios","George Bastl","WW","L","R",-51,19.14549997581,-8,-0.699999999999999,3,2,0,"1","1","0"
20000710,19,"Clay","Gaston Gaudio","Max Mirnyi","WLW","R","R",-16,2.41404251894937,-21,-1.5,4,-2,2,"1","0","1"
20000710,20,"Clay","Franco Squillari","Marc Rosset","WW","L","R",-8,40.1962748598489,-18,-4.8,3,2,0,"1","1","0"
20000710,21,"Clay","Jiri Novak","Francisco Clavet","WW","R","L",-2,9.75132938037245,7,-6.4,3,2,0,"1","1","0"
20000710,23,"Clay","Mariano Puerta","Felix Mantilla","WW","L","R",-72,0.279012657549856,0,-3.9,6,4,0,"1","1","0"
20000710,24,"Clay","Nicolas Kiefer","Sebastien Grosjean","LL","R","R",-14,-9.44083811460496,8,0.899999999999999,-3,-5,0,"0","0","0"
20000710,25,"Clay","Alex Corretja","Marcelo Rios","LWW","R","L",-14,-0.287909376493417,5,1.7,-1,5,3,"0","1","1"
20000710,26,"Clay","Franco Squillari","Gaston Gaudio","LL","L","R",-22,9.41801045380976,8,3.3,-5,-3,0,"0","0","0"
20000710,27,"Clay","Albert Costa","Jiri Novak","WW","R","R",-27,-9.46245530583201,-10,-0.300000000000001,3,5,0,"1","1","0"
20000710,28,"Clay","Mariano Puerta","Sebastien Grosjean","WW","L","R",-4,0.247306195602505,5,-0.300000000000001,1,3,0,"1","1","0"
20000710,29,"Clay","Alex Corretja","Gaston Gaudio","WW","R","R",-32,-20.7438988331041,5,4.7,2,2,0,"1","1","0"
20000710,30,"Clay","Albert Costa","Mariano Puerta","LL","R","L",-6,0.575176392201911,0,3.2,-2,-3,0,"0","0","0"
20000710,31,"Clay","Alex Corretja","Mariano Puerta","WW","R","L",-13,0.0525690454262531,0,4.4,5,3,0,"1","1","0"
20000710,1,"Grass","Chris Woodruff","Michael Russell","WW","R","R",-121,-10,15,5.4,5,4,0,"1","1","0"
20000710,3,"Grass","Bob Bryan","Jim Thomas","WW","L","R",-238,19.6911852577489,0,-3.6,2,4,0,"1","1","0"
20000710,4,"Grass","James Sekulov","Wayne Arthurs","LL","R","L",-12,10.2960185560382,-10,-5.6,-4,-4,0,"0","0","0"
20000710,5,"Grass","Jonas Bjorkman","Axel Pretzsch","LWW","R","R",-104,-9.15400637368748,-2,4.2,-2,3,4,"0","1","1"
20000710,7,"Grass","Peter Wessels","Daniel Nestor","LWL","R","L",-70,-9.7202998708708,6,-5.7,-1,2,0,"0","1","0"
20000710,8,"Grass","David Prinosil","Harel Levy","WLW","R","R",-54,-10,0,5.4,1,-3,3,"1","0","1"
20000710,11,"Grass","Justin Gimelstob","Tuomas Ketola","LWL","R","R",-79,9.71248119100142,11,-1.9,-1,4,-3,"0","1","0"
20000710,12,"Grass","Paul Goldstein","Gouichi Motomura","WW","R","R",-73,-19.7122563166799,5,-2.6,2,3,0,"1","1","0"
20000710,13,"Grass","Laurence Tieleman","Lorenzo Manta","WW","R","R",-62,-0.566756340869915,-10,1.8,2,3,0,"1","1","0"
20000710,14,"Grass","Jens Knippschild","Marcos Ondruska","WLW","R","R",-5,-29.1386701595557,7,-2.2,3,-1,4,"1","0","1"
20000710,15,"Grass","Oscar Burrieza","Scott Draper","WLL","R","L",-212,10,-8,-1.1,2,-3,-2,"1","0","0"
20000710,16,"Grass","Gianluca Pozzi","Antony Dupuis","WW","L","R",-63,29.1937326946668,-5,7.7,1,2,0,"1","1","0"
20000710,17,"Grass","Chris Woodruff","Mardy Fish","LWL","R","R",-492,-9.71225631667994,0,9,-2,6,-2,"0","1","0"
20000710,18,"Grass","Wayne Arthurs","Bob Bryan","WW","L","L",-4,-29.1247954835992,-3,7.2,3,2,0,"1","1","0"
20000710,19,"Grass","Jonas Bjorkman","Christian Vinck","WW","R","L",-66,-8.89059384029815,0,3.4,1,6,0,"1","1","0"
20000710,22,"Grass","Paul Goldstein","Tuomas Ketola","WW","R","R",-88,-19.4249748593579,-7,-1.4,3,5,0,"1","1","0"
20000710,23,"Grass","Laurence Tieleman","Jens Knippschild","LL","R","R",-38,17.7515088710902,-10,2.3,-1,-3,0,"0","0","0"
20000710,24,"Grass","Gianluca Pozzi","Scott Draper","LL","L","L",-335,38.059422935768,2,9,-2,-2,0,"0","0","0"
20000710,25,"Grass","Wayne Arthurs","Mardy Fish","WW","L","R",-402,-8.88397268158678,2,10.8,3,4,0,"1","1","0"
20000710,26,"Grass","Jonas Bjorkman","Peter Wessels","LL","R","R",-73,1.08554243433809,-13,6.1,-1,-3,0,"0","0","0"
20000710,27,"Grass","Paul Goldstein","Jason Stoltenberg","LL","R","R",-3,-8.58698608446343,-7,-6.3,-1,-1,0,"0","0","0"
20000710,28,"Grass","Jens Knippschild","Scott Draper","WW","R","L",-230,-19.1702884638555,12,-0.699999999999999,2,3,0,"1","1","0"
20000710,29,"Grass","Peter Wessels","Wayne Arthurs","WLW","R","L",-21,-0.781260408054777,6,-7.2,1,-1,2,"1","0","1"
20000710,30,"Grass","Jason Stoltenberg","Jens Knippschild","LL","R","R",-69,16.9931582885563,-5,4.9,-3,-2,0,"0","0","0"
20000710,31,"Grass","Peter Wessels","Jens Knippschild","WW","R","R",-17,17.0849790434784,6,-3.2,1,3,0,"1","1","0"
20000710,1,"Clay","Magnus Norman","Christophe Rochus","WW","R","R",-86,60,18,2.6,4,5,0,"1","1","0"
20000710,2,"Clay","Galo Blanco","Jiri Vanek","LL","R","R",-3,9.72053824373415,-12,1.5,-3,-4,0,"0","0","0"
20000710,3,"Clay","Nicolas Massu","Hernan Gumy","WW","R","R",-15,9.16135712846881,-5,-7.6,3,2,0,"1","1","0"
20000710,4,"Clay","Richard Fromberg","Bohdan Ulihrach","LL","R","R",-13,0.287743683320059,8,4.9,-4,-4,0,"0","0","0"
20000710,5,"Clay","Juan Ignacio Chela","Ivan Ljubicic","LL","R","R",-26,9.39190124028664,-3,-0.5,-4,-2,0,"0","0","0"
20000710,6,"Clay","Alberto Martin","Davide Sanguinetti","LL","R","R",-19,-30.6918027719169,-13,-6,-2,-3,0,"0","0","0"
20000710,8,"Clay","Albert Portas","Sargis Sargsian","WW","R","R",-32,39.6964007202703,8,-0.5,3,4,0,"1","1","0"
20000710,9,"Clay","Jeff Tarango","Ronald Agenor","WW","L","R",-43,0.838648792084541,0,-4,2,1,0,"1","1","0"
20000710,12,"Clay","Andreas Vinciguerra","Juan Antonio Marin","WW","L","R",-37,-30.255793196766,5,-6,2,2,0,"1","1","0"
20000710,13,"Clay","Mikael Tillstrom","Magnus Gustafsson","LL","R","R",-3,0.287743683320059,0,-5.2,-2,-2,0,"0","0","0"
20000710,16,"Clay","Dominik Hrbaty","Julien Boutter","LWW","R","R",-66,0.287743683320059,-7,-3.7,-2,4,3,"0","1","1"
20000710,17,"Clay","Magnus Norman","Jiri Vanek","WW","R","R",-80,48.0103198236759,3,1.9,4,4,0,"1","1","0"
20000710,18,"Clay","Nicolas Massu","Bohdan Ulihrach","WW","R","R",-9,-0.271905885254,-5,-4.6,4,2,0,"1","1","0"
20000710,19,"Clay","Ivan Ljubicic","Davide Sanguinetti","LWW","R","R",-7,-38.9323588025586,5,-6.5,-3,3,2,"0","1","1"
20000710,20,"Clay","Albert Portas","Fredrik Jonsson","WW","R","R",-65,18.8465360717082,-5,3.4,1,4,0,"1","1","0"
20000710,21,"Clay","Jeff Tarango","Christian Ruud","WW","L","R",-60,20.8064670323467,-8,3.8,3,2,0,"1","1","0"
20000710,22,"Clay","Andreas Vinciguerra","Andrea Gaudenzi","WW","L","R",-52,-9.13136292448326,-3,-7.6,4,1,0,"1","1","0"
20000710,23,"Clay","Magnus Gustafsson","Guillermo Canas","WLW","R","R",-78,9.72053824373415,0,10.9,3,-3,2,"1","0","1"
20000710,24,"Clay","Dominik Hrbaty","Markus Hipfl","LL","R","R",-70,-0.0163256729331351,5,0.300000000000001,-2,-2,0,"0","0","0"
20000710,25,"Clay","Magnus Norman","Nicolas Massu","WW","R","R",-74,47.1727050389629,5,3.4,4,2,0,"1","1","0"
20000710,26,"Clay","Albert Portas","Ivan Ljubicic","LL","R","R",-35,26.3103703619515,-5,5.3,-2,-5,0,"0","0","0"
20000710,27,"Clay","Andreas Vinciguerra","Jeff Tarango","WW","L","L",-13,-9.07692531494172,0,-12.3,5,4,0,"1","1","0"
20000710,28,"Clay","Magnus Gustafsson","Markus Hipfl","WLL","R","R",-37,-0.566742214394026,7,11.3,1,-5,-2,"1","0","0"
20000710,29,"Clay","Magnus Norman","Ivan Ljubicic","WW","R","R",-81,52.8173703123609,-5,2.8,4,2,0,"1","1","0"
20000710,30,"Clay","Andreas Vinciguerra","Markus Hipfl","WLW","L","R",-54,-8.5986678997449,2,-2.9,4,-1,1,"1","0","1"
20000710,31,"Clay","Magnus Norman","Andreas Vinciguerra","WW","R","L",-47,52.4188141772261,8,4.8,5,1,0,"1","1","0"
20000717,1,"Clay","Nicolas Lapentti","Christian Ruud","LL","R","R",-109,19.4018566117375,0,-3.9,-4,-2,0,"0","0","0"
20000717,2,"Clay","Stephane Huet","Federico Browne","LL","L","R",-17,-20.0243367267087,0,5,-2,-2,0,"0","0","0"
20000717,3,"Clay","Ronald Agenor","Edwin Kempes","LL","R","R",-90,-9.98390534832652,-8,11.6,-4,-2,0,"0","0","0"
20000717,4,"Clay","Adrian Voinea","Orlin Stanoytchev","WW","R","R",-10,-10.0002383730221,0,-2.9,2,4,0,"1","1","0"
20000717,5,"Clay","Magnus Gustafsson","Gaston Etlis","WW","R","R",-56,9.72832361913129,0,7.8,4,4,0,"1","1","0"
20000717,6,"Clay","Wayne Arthurs","Dennis Van Scheppingen","LL","L","R",-169,11.0697180323398,5,4.3,-4,-1,0,"0","0","0"
20000717,8,"Clay","Nicolas Massu","Marcelo Filippini","WW","R","R",-339,11.0936596641679,5,-12.2,2,2,0,"1","1","0"
20000717,9,"Clay","Richard Fromberg","Andrei Stoliarov","WW","R","R",-53,-9.72053824373415,18,6.7,4,3,0,"1","1","0"
20000717,10,"Clay","Alex Calatrava","Martin Verkerk","WLW","R","R",-132,-10.2877436833201,-6,5.3,2,-2,3,"1","0","1"
20000717,11,"Clay","Jens Knippschild","Raemon Sluiter","LWL","R","R",-30,12.6414680456328,5,3.2,-4,2,-3,"0","1","0"
20000717,12,"Clay","Arnaud Di Pasquale","Rodolphe Cadart","WW","R","L",-207,-19.7122563166799,2,-0.5,3,3,0,"1","1","0"
20000717,13,"Clay","Andre Sa","Sergio Roitman","WLL","R","R",-164,-8.60606069988967,0,2,3,-1,-2,"1","0","0"
20000717,14,"Clay","Thierry Guardiola","Tomas Behrend","LL","R","R",-57,10,-5,3.4,-3,-2,0,"0","0","0"
20000717,15,"Clay","Jan Siemerink","Emilio Benfele Alvarez","WW","L","R",-13,-10,0,2.6,1,2,0,"1","1","0"
20000717,16,"Clay","Mariano Zabaleta","Nikolay Davydenko","WLL","R","R",-263,-10,5,3.2,3,-4,-1,"1","0","0"
20000717,17,"Clay","Federico Browne","Christian Ruud","LL","R","R",-4,28.0048896609514,-8,-3.6,-2,-3,0,"0","0","0"
20000717,18,"Clay","Adrian Voinea","Edwin Kempes","LL","R","R",-117,-9.42520700951786,-3,1.9,-4,-4,0,"0","0","0"
20000717,19,"Clay","Magnus Gustafsson","Dennis Van Scheppingen","WW","R","R",-231,8.8587089412938,0,8.5,3,1,0,"1","1","0"
20000717,20,"Clay","Nicolas Massu","Adrian Garcia","WW","R","R",-216,10.774466940464,8,-1.4,5,3,0,"1","1","0"
20000717,21,"Clay","Richard Fromberg","Alex Calatrava","LL","R","R",-50,0.550893486435598,6,3.2,-1,-1,0,"0","0","0"
20000717,22,"Clay","Arnaud Di Pasquale","Raemon Sluiter","WLL","R","R",-89,-10.6075228589616,0,-0.800000000000001,3,-1,-1,"1","0","0"
20000717,23,"Clay","Tomas Behrend","Sergio Roitman","WW","R","R",-90,-9.46460462624009,8,4.4,1,4,0,"1","1","0"
20000717,24,"Clay","Jan Siemerink","Nikolay Davydenko","LWL","L","R",-190,-9.42451263335988,5,11.1,-3,3,-5,"0","1","0"
20000717,25,"Clay","Christian Ruud","Edwin Kempes","WLL","R","R",-92,-17.4812080899314,0,3.8,2,-1,-3,"1","0","0"
20000717,26,"Clay","Magnus Gustafsson","Nicolas Massu","WLW","R","R",-9,-1.5421578575374,2,12.8,3,-3,5,"1","0","1"
20000717,27,"Clay","Alex Calatrava","Raemon Sluiter","LL","R","R",-18,-1.13267781233731,5,4.8,-1,-2,0,"0","0","0"
20000717,28,"Clay","Tomas Behrend","Nikolay Davydenko","LWL","R","R",-144,-8.88097401332493,15,6.4,-4,5,-2,"0","1","0"
20000717,29,"Clay","Magnus Gustafsson","Edwin Kempes","WW","R","R",-149,10.0278999659017,-3,9.5,2,2,0,"1","1","0"
20000717,30,"Clay","Raemon Sluiter","Nikolay Davydenko","WW","R","R",-166,-8.06129654024403,7,3.1,4,1,0,"1","1","0"
20000717,31,"Clay","Magnus Gustafsson","Raemon Sluiter","LWW","R","R",-79,17.3219460815228,0,11.3,-1,3,1,"0","1","1"
20000724,1,"Clay","Andre Sa","Hernan Gumy","LL","R","R",-7,0.539324160819206,-3,-5.1,-3,-2,0,"0","0","0"
20000724,2,"Clay","Sargis Sargsian","Jurgen Melzer","LWW","R","L",-248,-18.5746479847978,-3,8,-3,3,5,"0","1","1"
20000724,3,"Clay","Alberto Berasategui","Alex Lopez Moron","WW","R","R",-48,-19.7122563166799,-2,-2.6,5,2,0,"1","1","0"
20000724,4,"Clay","Orlin Stanoytchev","Paul Henri Mathieu","LL","R","R",-264,-10.2877505385663,0,10.3,-1,-5,0,"0","0","0"
20000724,5,"Clay","Michel Kratochvil","Radomir Vasek","WW","R","R",-365,-10.295780391727,-3,-6.6,3,3,0,"1","1","0"
20000724,6,"Clay","Bohdan Ulihrach","Marcelo Filippini","WW","R","R",-339,9.68126312447203,10,-7.5,5,3,0,"1","1","0"
20000724,7,"Clay","Adrian Voinea","Thierry Guardiola","WW","R","R",-18,0.846468585919865,-3,-3,1,2,0,"1","1","0"
20000724,8,"Clay","Markus Hipfl","Emilio Benfele Alvarez","LL","R","R",-56,30.0315663619108,-5,-5.4,-2,-1,0,"0","0","0"
20000724,9,"Clay","Alberto Martin","Francisco Cabello","WW","R","R",-222,-9.11890961294989,-15,-5.7,6,4,0,"1","1","0"
20000724,10,"Clay","Nicolas Massu","Wayne Arthurs","WW","R","L",-60,19.6688519449217,-7,-8.6,1,1,0,"1","1","0"
20000724,11,"Clay","Fernando Meligeni","Federico Browne","WW","L","R",-12,1.89898303931795,0,5,2,1,0,"1","1","0"
20000724,14,"Clay","Juan Balcells","Christian Ruud","LL","R","R",-15,27.5369761983732,2,-2.9,-4,-4,0,"0","0","0"
20000724,17,"Clay","Yevgeny Kafelnikov","Hernan Gumy","WLW","R","R",-92,8.88221018557488,2,-1.9,2,-4,4,"1","0","1"
20000724,18,"Clay","Sargis Sargsian","Herbert Wiltschnig","LWW","R","R",-127,-18.0405354102152,-5,2.5,-5,3,6,"0","1","1"
20000724,19,"Clay","Francisco Clavet","Alberto Berasategui","WW","L","R",-60,9.41781019624204,10,4.7,6,2,0,"1","1","0"
20000724,20,"Clay","Albert Costa","Paul Henri Mathieu","WW","R","R",-350,10.55174789846,-5,6.5,2,1,0,"1","1","0"
